Id,SalePrice
1461,114094.20102486513
1462,149416.10893901627
1463,181845.2002183352
1464,208531.75518021005
1465,212322.0233843846
1466,183112.32041555335
1467,202014.28741871295
1468,178404.3761603708
1469,212508.32542297975
1470,127225.36963389089
1471,188582.3961022241
1472,110310.2650228082
1473,104027.24166608797
1474,163137.40503137241
1475,128546.92801684405
1476,368493.97183508053
1477,264916.84415040887
1478,318047.691849545
1479,313128.2686751819
1480,495549.5749216674
1481,357130.7491433669
1482,238713.80167948626
1483,180629.13043112995
1484,187567.0313381995
1485,213700.2605357821
1486,208145.47397520623
1487,350717.1599235432
1488,246068.16113475346
1489,194291.33111094017
1490,239885.3820566059
1491,211992.59476584298
1492,93326.17135236721
1493,218449.02921907482
1494,309760.979627147
1495,300444.87736861303
1496,248799.20973079084
1497,183339.1003552877
1498,184103.1507608303
1499,180635.28082713447
1500,170720.60935297128
1501,185961.4933104811
1502,169964.60285176008
1503,280439.6047121382
1504,264025.3578515161
1505,237671.43955305102
1506,200655.34743227268
1507,261966.02700617397
1508,207067.8029615736
1509,171205.70273979902
1510,153919.01213845567
1511,157847.63503132394
1512,184986.24400739901
1513,151182.3962350223
1514,156244.75587232714
1515,200061.70445666785
1516,165655.74388585502
1517,177762.2126806047
1518,138009.12562775277
1519,222651.52431702704
1520,134133.13862492619
1521,129206.15504872905
1522,188755.34774702336
1523,114339.36110684626
1524,123936.87403211634
1525,126438.02099156748
1526,117127.31558757415
1527,121750.09604029928
1528,150006.6988129678
1529,155781.3885832458
1530,217707.47090432438
1531,127288.20230130035
1532,109370.10622897322
1533,155815.1631638692
1534,131900.10745453267
1535,146850.81624036698
1536,117049.88567659218
1537,67971.87344313147
1538,163710.67940219532
1539,210257.4110614338
1540,100222.94469196086
1541,136974.60527503982
1542,136321.3852632315
1543,193322.43206503658
1544,99419.25465418246
1545,129429.89769428848
1546,151168.056633197
1547,136987.9932601236
1548,144614.83324200183
1549,134245.09763932298
1550,142108.90108773593
1551,115862.54494835014
1552,146507.85012525218
1553,149568.8800765327
1554,132619.7872234739
1555,159768.33327087515
1556,104354.53200890575
1557,103137.70726366407
1558,111367.92106141726
1559,86993.86907032545
1560,144994.97199435186
1561,123889.86973139699
1562,146786.60426992158
1563,126984.2442451771
1564,161577.8856635297
1565,153596.4024367388
1566,243175.1389734202
1567,85596.26520072279
1568,261841.0633548128
1569,120560.0900556192
1570,156437.17053094125
1571,126041.3391351053
1572,147514.98052621464
1573,209330.61495216805
1574,130573.71558666063
1575,233841.28008367028
1576,274695.40913022193
1577,194494.24228942278
1578,155554.28759462183
1579,151914.75979631094
1580,209760.36584910078
1581,169475.01695287635
1582,140354.02145513342
1583,299099.76315516216
1584,235972.32884917164
1585,148805.4181479894
1586,76064.9141472481
1587,111521.151943154
1588,161122.16789062045
1589,101498.62278887577
1590,141271.49736136652
1591,93898.87634425644
1592,124103.0143276259
1593,149437.45397509102
1594,130482.95816143959
1595,110957.58168328891
1596,240787.7194534267
1597,213548.7572337778
1598,245125.6387818842
1599,178764.9099368202
1600,174481.35887092334
1601,74202.05971443813
1602,116569.73839748991
1603,98230.62241910382
1604,254626.57281960873
1605,266788.6883378857
1606,178085.9152111398
1607,184013.3091501739
1608,235081.75532093266
1609,190174.07344802353
1610,162179.26878848363
1611,153306.3432287979
1612,183316.8806963319
1613,175184.45981460562
1614,137799.63017979378
1615,100572.84196020571
1616,84710.49817413147
1617,104221.82439392415
1618,136598.24793718607
1619,163365.63607901317
1620,186525.4381486381
1621,144098.56749346128
1622,159560.9556254909
1623,284492.4106224545
1624,225821.89402066905
1625,122066.0317476044
1626,185864.5234854024
1627,198483.42576755898
1628,301594.7813435821
1629,200398.01655180665
1630,347490.69344820007
1631,235274.94891988262
1632,241825.30966717371
1633,199525.2461527457
1634,203413.02558210533
1635,197189.57212286998
1636,171678.93878770352
1637,210037.41277414592
1638,198646.04886246944
1639,200323.75505760888
1640,270175.1327569827
1641,190971.81344854322
1642,251666.11914513478
1643,226590.3176808163
1644,251687.78496788687
1645,237458.54843630103
1646,177170.1932024492
1647,166966.84593743752
1648,135672.2482475627
1649,155631.94207193144
1650,125536.52977370475
1651,135302.87372426206
1652,111922.25468437835
1653,116273.98825101186
1654,162888.6814407292
1655,152868.72243862718
1656,155629.82203801957
1657,162230.942089397
1658,163490.95747622632
1659,133262.16304493466
1660,161974.40374943693
1661,439247.4064069889
1662,409799.41624041024
1663,389584.1020603601
1664,514849.52970351477
1665,320797.5913051345
1666,346030.7470253386
1667,406646.3993938646
1668,363818.46354811144
1669,341701.0868016344
1670,360554.9641108478
1671,281730.1923967969
1672,433345.1825897202
1673,327817.37432474666
1674,270415.1135734778
1675,214237.04374890565
1676,214958.14462793854
1677,230804.83034543312
1678,457262.33096667135
1679,403170.03430036036
1680,326157.7791556417
1681,262166.16154492693
1682,342310.40767711157
1683,209332.40819172267
1684,194135.5572317626
1685,196204.8570206728
1686,194438.37630084966
1687,192756.8830585712
1688,204889.2279236254
1689,212141.75561409944
1690,221976.07132342368
1691,214725.5102882851
1692,284186.45533112244
1693,189093.7112209613
1694,202596.61110292067
1695,188617.12980786263
1696,281663.2851526081
1697,190906.18257199062
1698,354958.3478133153
1699,340005.8614220166
1700,271016.8376422874
1701,282368.47817565844
1702,243562.3588217027
1703,257232.68312502414
1704,296967.34553466825
1705,267509.36309733544
1706,357540.10889799544
1707,213439.8197093117
1708,210770.82238904745
1709,276660.23739709886
1710,234336.03389183135
1711,295531.71747291315
1712,263498.33085820486
1713,275383.1286382518
1714,231042.07726535512
1715,223622.3043592066
1716,189612.27461004085
1717,199206.2302671356
1718,141955.78558187882
1719,218141.96683961654
1720,253869.80021386145
1721,172243.46493421347
1722,127931.72861409659
1723,164560.9460837442
1724,214237.3773087156
1725,263203.960388504
1726,206265.61176931768
1727,157295.20340552094
1728,197529.60707545083
1729,189242.50516089282
1730,171807.12683587807
1731,133291.66528545076
1732,134872.09509292603
1733,117717.10297526917
1734,124586.68427488681
1735,143094.0155604962
1736,122239.08825970336
1737,326415.1329795914
1738,269397.0074069753
1739,262700.6376195731
1740,207894.13503983265
1741,188669.40591039052
1742,182737.79763960984
1743,199176.67243896748
1744,332276.64808131225
1745,220160.95936284304
1746,204925.26231789042
1747,229483.20085566887
1748,243403.95010328057
1749,156616.14191114885
1750,133122.03318930257
1751,281711.87637185294
1752,125004.69425011596
1753,152729.07804449878
1754,212938.8266010411
1755,168374.47994862244
1756,146263.4173050787
1757,131734.29916110256
1758,153989.72102001324
1759,169083.42176800882
1760,179396.08756880776
1761,151850.0377854374
1762,191851.99997451075
1763,194458.17448086862
1764,125436.59341914527
1765,164959.51115311848
1766,206687.469972367
1767,238927.23879708908
1768,147331.681411424
1769,184294.34751533612
1770,174901.8017666309
1771,130146.27575406617
1772,137343.37837413268
1773,128847.26700661902
1774,153830.53759101656
1775,163363.77769319143
1776,142785.32108988732
1777,118289.64916442422
1778,152299.67365468346
1779,123985.28810998988
1780,188680.1950983443
1781,132337.2656306148
1782,96219.16493296929
1783,160597.55028538642
1784,119076.63493615032
1785,134614.3048392326
1786,163945.47524137964
1787,189514.76217457338
1788,72750.56561959781
1789,117066.89719560966
1790,93297.54073399158
1791,214703.70143696846
1792,164950.7022785701
1793,143858.11776266014
1794,182000.68041101177
1795,138252.97546946147
1796,145956.23319474675
1797,129736.00223407852
1798,132145.12374737483
1799,127020.68433653866
1800,143160.14802711265
1801,129276.82126929496
1802,153000.93358217602
1803,159119.05461507107
1804,153757.7027220312
1805,150460.29657626813
1806,139475.99920483254
1807,154788.07174521472
1808,134266.86166271544
1809,126328.75387875334
1810,143961.2345313967
1811,90717.67065733272
1812,98312.9659433829
1813,128409.07756780692
1814,102987.78345676976
1815,65961.63648481587
1816,108308.4642553847
1817,110756.99892390484
1818,143471.91656704425
1819,141315.34166606914
1820,80339.74308864024
1821,122211.08001872942
1822,165315.32584861753
1823,61501.99455553152
1824,138454.43000818932
1825,149170.74265362447
1826,118074.71981451316
1827,109655.11877092185
1828,140915.2600676989
1829,147259.18437104343
1830,148703.00997773258
1831,154134.8813433126
1832,91716.93054182187
1833,145153.99741488553
1834,129084.89940128385
1835,129584.9395305822
1836,121951.978471129
1837,98854.77237014976
1838,132107.2275670252
1839,116860.41629575586
1840,145484.75602841857
1841,146795.01748764171
1842,100607.77158031623
1843,136683.4031720354
1844,160747.49369028167
1845,149408.1487791663
1846,160602.7576782663
1847,173698.37113833503
1848,58322.26258821939
1849,116273.5564355644
1850,123265.13792145102
1851,160117.253306141
1852,138605.29489456708
1853,133612.66455182078
1854,168784.53303802817
1855,164260.2016882732
1856,247090.40622432562
1857,140672.04772166235
1858,138686.8411431051
1859,129364.04665041274
1860,156074.12316123143
1861,130172.21788527943
1862,393696.00606610865
1863,372050.48484217876
1864,372068.00502405764
1865,333169.0822072713
1866,332401.29469605477
1867,244749.53489146236
1868,290183.1763999817
1869,225370.09963758293
1870,242645.56749584063
1871,274498.62363365706
1872,192947.61602006987
1873,254256.22386752642
1874,158405.07998542854
1875,195813.46070829307
1876,213977.30291476817
1877,216318.78320972522
1878,219359.3479237973
1879,140292.24825312503
1880,144549.01562856918
1881,252460.65012768965
1882,258175.50067010752
1883,196335.97471282855
1884,209828.61077918473
1885,241155.82766839594
1886,287379.6090154772
1887,237911.26970837847
1888,293004.6609932741
1889,181912.3109929029
1890,118632.76266268751
1891,137942.78851060622
1892,101828.96555519187
1893,129430.82933064649
1894,127704.93892684978
1895,134426.41177127365
1896,130676.27871671713
1897,118081.09740404168
1898,126950.05824493458
1899,188004.80600871553
1900,178362.03725093856
1901,175256.37065984483
1902,151516.65751934753
1903,262993.006535429
1904,154465.34994125747
1905,215548.52118774955
1906,166505.5523899286
1907,216054.13936450623
1908,119764.65262617652
1909,156055.37855804627
1910,133396.9733792374
1911,238763.6047337021
1912,353157.2370659132
1913,154797.2667273739
1914,83087.44999862523
1915,277158.11260708276
1916,67199.19352607522
1917,258914.78670428097
1918,152079.78438649877
